ts,iso,sut_cpu,sut_rss_mb,jmeter_cpu,jmeter_rss_mb
1786713600,2026-08-14T20:20:00+07:00,0.0,59,0,0
1786713601,2026-08-14T20:20:01+07:00,0.0,59,54.2,232
1786713602,2026-08-14T20:20:02+07:00,0.0,59,3.2,233
1786713603,2026-08-14T20:20:03+07:00,0.5,59,25.0,236
1786713604,2026-08-14T20:20:04+07:00,1.5,60,4.3,236
1786713605,2026-08-14T20:20:05+07:00,1.2,60,3.7,236
1786713606,2026-08-14T20:20:06+07:00,5.3,61,8.6,236
1786713607,2026-08-14T20:20:07+07:00,3.2,61,13.5,236
1786713608,2026-08-14T20:20:08+07:00,6.4,60,14.0,237
1786713609,2026-08-14T20:20:09+07:00,4.3,61,8.1,237
1786713610,2026-08-14T20:20:10+07:00,4.8,61,27.9,263
1786713612,2026-08-14T20:20:12+07:00,4.8,61,8.2,263
1786713613,2026-08-14T20:20:13+07:00,4.0,61,15.9,264
1786713614,2026-08-14T20:20:14+07:00,10.3,62,24.2,264
1786713615,2026-08-14T20:20:15+07:00,7.9,63,14.9,265
1786713616,2026-08-14T20:20:16+07:00,8.5,63,10.9,272
1786713617,2026-08-14T20:20:17+07:00,6.6,64,13.3,273
1786713618,2026-08-14T20:20:18+07:00,7.7,65,6.9,273
1786713619,2026-08-14T20:20:19+07:00,6.6,67,13.0,273
1786713620,2026-08-14T20:20:20+07:00,13.7,67,15.6,273
1786713621,2026-08-14T20:20:21+07:00,10.6,67,15.8,274
1786713622,2026-08-14T20:20:22+07:00,11.1,68,9.9,274
1786713623,2026-08-14T20:20:23+07:00,9.9,68,6.3,274
1786713625,2026-08-14T20:20:25+07:00,10.4,70,8.9,275
1786713626,2026-08-14T20:20:26+07:00,8.4,71,11.8,275
1786713627,2026-08-14T20:20:27+07:00,5.5,72,5.8,275
1786713628,2026-08-14T20:20:28+07:00,5.7,73,7.2,275
1786713629,2026-08-14T20:20:29+07:00,4.5,73,2.2,275
1786713630,2026-08-14T20:20:30+07:00,8.2,73,14.8,276
1786713631,2026-08-14T20:20:31+07:00,6.2,73,2.6,276
1786713632,2026-08-14T20:20:32+07:00,5.5,73,4.2,276
1786713633,2026-08-14T20:20:33+07:00,6.7,74,2.8,276
1786713634,2026-08-14T20:20:34+07:00,5.9,74,9.1,277
1786713635,2026-08-14T20:20:35+07:00,8.9,74,3.8,277
1786713637,2026-08-14T20:20:37+07:00,7.1,75,4.4,277
1786713638,2026-08-14T20:20:38+07:00,6.2,76,4.7,277
1786713639,2026-08-14T20:20:39+07:00,11.7,77,4.9,277
1786713640,2026-08-14T20:20:40+07:00,4.6,77,4.8,277
1786713641,2026-08-14T20:20:41+07:00,7.9,77,14.2,277
1786713642,2026-08-14T20:20:42+07:00,7.9,79,6.2,277
1786713643,2026-08-14T20:20:43+07:00,12.9,80,3.5,277
1786713644,2026-08-14T20:20:44+07:00,9.1,79,2.7,278
1786713645,2026-08-14T20:20:45+07:00,9.0,79,6.1,278
1786713646,2026-08-14T20:20:46+07:00,2.8,79,3.4,278
1786713647,2026-08-14T20:20:47+07:00,9.4,79,3.4,278
1786713649,2026-08-14T20:20:49+07:00,8.3,79,1.8,278
1786713650,2026-08-14T20:20:50+07:00,8.2,79,17.8,278
1786713651,2026-08-14T20:20:51+07:00,7.8,79,9.5,278
1786713652,2026-08-14T20:20:52+07:00,6.4,79,1.8,278
1786713653,2026-08-14T20:20:53+07:00,4.2,79,1.4,278
1786713654,2026-08-14T20:20:54+07:00,10.4,79,3.0,278
1786713655,2026-08-14T20:20:55+07:00,10.2,78,3.4,278
1786713656,2026-08-14T20:20:56+07:00,7.2,78,2.9,278
1786713657,2026-08-14T20:20:57+07:00,6.7,78,5.6,278
1786713658,2026-08-14T20:20:58+07:00,8.7,78,8.0,278
1786713659,2026-08-14T20:20:59+07:00,4.7,78,2.2,278
1786713661,2026-08-14T20:21:01+07:00,3.6,78,4.7,279
1786713662,2026-08-14T20:21:02+07:00,5.5,79,2.2,279
1786713663,2026-08-14T20:21:03+07:00,9.7,81,4.9,281
1786713664,2026-08-14T20:21:04+07:00,9.3,82,1.6,282
1786713665,2026-08-14T20:21:05+07:00,5.7,83,5.9,286
1786713666,2026-08-14T20:21:06+07:00,4.8,84,5.9,287
1786713667,2026-08-14T20:21:07+07:00,11.4,85,3.0,287
1786713668,2026-08-14T20:21:08+07:00,9.9,85,16.7,287
1786713669,2026-08-14T20:21:09+07:00,6.4,85,2.1,287
1786713670,2026-08-14T20:21:10+07:00,9.0,85,6.9,287
1786713671,2026-08-14T20:21:11+07:00,8.2,86,3.6,287
1786713673,2026-08-14T20:21:13+07:00,8.1,87,2.3,287
1786713674,2026-08-14T20:21:14+07:00,8.4,89,8.9,287
1786713675,2026-08-14T20:21:15+07:00,4.9,90,2.2,287
1786713676,2026-08-14T20:21:16+07:00,8.0,91,12.0,287
1786713677,2026-08-14T20:21:17+07:00,6.9,94,1.3,287
1786713678,2026-08-14T20:21:18+07:00,5.7,94,1.1,287
1786713679,2026-08-14T20:21:19+07:00,6.1,94,2.1,287
1786713680,2026-08-14T20:21:20+07:00,9.1,94,2.9,287
1786713681,2026-08-14T20:21:21+07:00,7.1,94,1.6,287
1786713682,2026-08-14T20:21:22+07:00,8.1,94,6.7,287
1786713683,2026-08-14T20:21:23+07:00,6.2,94,4.1,287
1786713685,2026-08-14T20:21:25+07:00,5.9,94,2.0,287
1786713686,2026-08-14T20:21:26+07:00,8.2,95,2.6,287
1786713687,2026-08-14T20:21:27+07:00,8.3,95,3.1,287
1786713688,2026-08-14T20:21:28+07:00,5.6,95,1.4,287
1786713689,2026-08-14T20:21:29+07:00,8.5,95,4.1,286
1786713690,2026-08-14T20:21:30+07:00,8.2,95,3.3,283
1786713691,2026-08-14T20:21:31+07:00,0.1,95,0.0,283
1786713692,2026-08-14T20:21:32+07:00,0.0,95,0,0
