ts,iso,sut_cpu,sut_rss_mb,jmeter_cpu,jmeter_rss_mb
1786713917,2026-08-14T20:25:17+07:00,0.0,60,0,0
1786713918,2026-08-14T20:25:18+07:00,46.9,70,259.5,268
1786713919,2026-08-14T20:25:19+07:00,126.5,99,125.2,308
1786713920,2026-08-14T20:25:20+07:00,123.0,121,97.1,486
1786713921,2026-08-14T20:25:21+07:00,124.4,117,70.0,649
1786713922,2026-08-14T20:25:22+07:00,124.2,119,46.5,738
1786713923,2026-08-14T20:25:24+07:00,123.3,121,42.2,738
1786713925,2026-08-14T20:25:25+07:00,121.4,122,29.3,738
1786713926,2026-08-14T20:25:26+07:00,116.5,122,19.2,814
1786713927,2026-08-14T20:25:27+07:00,116.1,124,18.5,842
1786713928,2026-08-14T20:25:28+07:00,117.7,126,19.9,842
1786713929,2026-08-14T20:25:29+07:00,108.1,126,53.9,842
1786713930,2026-08-14T20:25:30+07:00,114.5,126,16.7,848
1786713931,2026-08-14T20:25:31+07:00,115.7,127,30.4,849
1786713932,2026-08-14T20:25:32+07:00,111.0,127,12.1,849
1786713933,2026-08-14T20:25:33+07:00,115.1,128,16.6,849
1786713934,2026-08-14T20:25:34+07:00,114.7,128,13.1,850
1786713935,2026-08-14T20:25:35+07:00,118.0,129,13.2,850
1786713936,2026-08-14T20:25:36+07:00,98.4,129,8.9,850
1786713937,2026-08-14T20:25:37+07:00,116.0,128,12.4,850
1786713938,2026-08-14T20:25:38+07:00,115.8,129,12.3,851
1786713939,2026-08-14T20:25:39+07:00,116.3,129,14.7,851
1786713940,2026-08-14T20:25:40+07:00,117.5,129,13.9,851
1786713941,2026-08-14T20:25:41+07:00,117.3,129,13.6,851
1786713942,2026-08-14T20:25:42+07:00,118.5,129,14.4,851
1786713943,2026-08-14T20:25:43+07:00,111.6,130,13.9,851
1786713944,2026-08-14T20:25:44+07:00,115.8,132,11.8,851
1786713946,2026-08-14T20:25:46+07:00,117.7,132,13.0,851
1786713947,2026-08-14T20:25:47+07:00,112.0,133,10.3,851
1786713948,2026-08-14T20:25:48+07:00,114.0,133,11.6,851
