ts,iso,sut_cpu,sut_rss_mb,jmeter_cpu,jmeter_rss_mb
1786712812,2026-08-14T20:06:52+07:00,0.0,94,0,0
1786712813,2026-08-14T20:06:53+07:00,0.0,94,49.5,254
1786712814,2026-08-14T20:06:54+07:00,0.0,94,30.6,256
1786712815,2026-08-14T20:06:55+07:00,5.4,94,19.1,258
1786712817,2026-08-14T20:06:57+07:00,8.6,94,20.1,260
1786712818,2026-08-14T20:06:58+07:00,11.2,94,19.0,260
1786712819,2026-08-14T20:06:59+07:00,14.6,94,21.6,261
1786712820,2026-08-14T20:07:00+07:00,16.2,71,28.3,286
1786712821,2026-08-14T20:07:01+07:00,16.3,73,22.9,288
1786712822,2026-08-14T20:07:02+07:00,19.5,70,21.8,289
1786712823,2026-08-14T20:07:03+07:00,12.3,72,168.6,316
1786712824,2026-08-14T20:07:04+07:00,15.0,76,28.9,317
1786712825,2026-08-14T20:07:05+07:00,26.4,77,27.2,324
1786712826,2026-08-14T20:07:06+07:00,20.1,80,23.6,325
1786712827,2026-08-14T20:07:07+07:00,25.1,84,43.2,326
1786712828,2026-08-14T20:07:08+07:00,22.1,84,41.9,326
1786712829,2026-08-14T20:07:09+07:00,28.6,80,23.5,327
1786712830,2026-08-14T20:07:10+07:00,23.5,83,16.6,327
1786712832,2026-08-14T20:07:12+07:00,29.8,88,17.7,328
1786712833,2026-08-14T20:07:13+07:00,27.8,92,12.9,331
1786712834,2026-08-14T20:07:14+07:00,29.8,92,11.4,338
1786712835,2026-08-14T20:07:15+07:00,32.0,94,13.2,345
1786712836,2026-08-14T20:07:16+07:00,27.1,94,13.0,352
1786712837,2026-08-14T20:07:17+07:00,28.8,94,18.8,371
1786712838,2026-08-14T20:07:18+07:00,32.4,94,13.2,371
1786712839,2026-08-14T20:07:19+07:00,24.4,94,21.3,371
1786712840,2026-08-14T20:07:20+07:00,27.0,94,22.4,372
1786712841,2026-08-14T20:07:21+07:00,29.6,94,10.9,372
1786712842,2026-08-14T20:07:22+07:00,37.6,97,7.0,372
1786712843,2026-08-14T20:07:23+07:00,28.7,97,13.6,375
