ts,iso,sut_cpu,sut_rss_mb,jmeter_cpu,jmeter_rss_mb
1786712601,2026-08-14T20:03:21+07:00,0.0,91,0,0
1786712602,2026-08-14T20:03:22+07:00,0.0,91,84.5,219
1786712603,2026-08-14T20:03:23+07:00,0.0,91,3.1,220
1786712604,2026-08-14T20:03:24+07:00,1.7,91,12.1,225
1786712605,2026-08-14T20:03:25+07:00,5.4,91,14.9,225
1786712606,2026-08-14T20:03:26+07:00,2.9,91,12.4,225
1786712607,2026-08-14T20:03:27+07:00,3.8,91,7.7,226
1786712608,2026-08-14T20:03:28+07:00,6.0,91,11.0,227
1786712609,2026-08-14T20:03:29+07:00,7.3,91,15.5,227
1786712610,2026-08-14T20:03:30+07:00,8.7,91,13.2,228
1786712611,2026-08-14T20:03:31+07:00,3.5,91,130.6,264
1786712613,2026-08-14T20:03:33+07:00,6.3,91,19.0,264
1786712614,2026-08-14T20:03:34+07:00,9.8,91,26.9,265
1786712615,2026-08-14T20:03:35+07:00,10.6,91,18.1,265
1786712616,2026-08-14T20:03:36+07:00,7.4,70,16.6,266
1786712617,2026-08-14T20:03:37+07:00,14.0,72,21.1,267
1786712618,2026-08-14T20:03:38+07:00,9.9,74,13.8,267
1786712619,2026-08-14T20:03:39+07:00,10.4,76,10.4,267
1786712620,2026-08-14T20:03:40+07:00,14.8,67,14.5,268
1786712621,2026-08-14T20:03:41+07:00,8.4,70,8.8,269
1786712622,2026-08-14T20:03:42+07:00,14.7,71,17.5,269
1786712623,2026-08-14T20:03:43+07:00,10.9,73,17.3,269
1786712624,2026-08-14T20:03:44+07:00,14.7,74,10.2,270
1786712626,2026-08-14T20:03:46+07:00,13.9,76,22.3,270
1786712627,2026-08-14T20:03:47+07:00,16.4,76,13.8,272
1786712628,2026-08-14T20:03:48+07:00,14.6,77,15.0,273
1786712629,2026-08-14T20:03:49+07:00,12.6,77,16.5,275
1786712630,2026-08-14T20:03:50+07:00,11.7,77,8.3,276
1786712631,2026-08-14T20:03:51+07:00,17.6,80,9.0,279
1786712632,2026-08-14T20:03:52+07:00,8.7,81,8.8,281
1786712633,2026-08-14T20:03:53+07:00,12.1,82,7.2,292
1786712634,2026-08-14T20:03:54+07:00,5.4,84,3.1,292
1786712635,2026-08-14T20:03:55+07:00,15.4,60,9.9,292
1786712636,2026-08-14T20:03:56+07:00,13.8,58,4.1,292
1786712637,2026-08-14T20:03:57+07:00,15.7,59,5.2,292
1786712639,2026-08-14T20:03:59+07:00,11.5,61,6.0,292
1786712640,2026-08-14T20:04:00+07:00,12.7,62,7.6,292
1786712641,2026-08-14T20:04:01+07:00,12.8,63,9.9,293
1786712642,2026-08-14T20:04:02+07:00,13.1,65,4.8,293
1786712643,2026-08-14T20:04:03+07:00,14.8,67,5.4,293
1786712644,2026-08-14T20:04:04+07:00,13.5,68,10.0,293
1786712645,2026-08-14T20:04:05+07:00,13.5,69,3.9,293
1786712646,2026-08-14T20:04:06+07:00,15.7,69,6.6,293
1786712647,2026-08-14T20:04:07+07:00,17.9,71,4.8,293
1786712648,2026-08-14T20:04:08+07:00,14.0,72,6.4,293
1786712649,2026-08-14T20:04:09+07:00,9.0,73,2.4,293
1786712650,2026-08-14T20:04:10+07:00,10.5,76,6.7,293
1786712651,2026-08-14T20:04:11+07:00,10.8,76,9.6,293
1786712653,2026-08-14T20:04:13+07:00,14.5,76,3.2,293
1786712654,2026-08-14T20:04:14+07:00,12.2,76,4.7,293
1786712655,2026-08-14T20:04:15+07:00,13.9,76,7.1,294
1786712656,2026-08-14T20:04:16+07:00,14.8,77,7.2,298
1786712657,2026-08-14T20:04:17+07:00,11.8,77,6.8,298
1786712658,2026-08-14T20:04:18+07:00,12.3,77,5.1,298
1786712659,2026-08-14T20:04:19+07:00,14.0,79,15.9,298
1786712660,2026-08-14T20:04:20+07:00,15.5,81,6.9,298
1786712661,2026-08-14T20:04:21+07:00,8.5,83,12.0,298
1786712662,2026-08-14T20:04:22+07:00,10.6,84,1.6,298
1786712663,2026-08-14T20:04:23+07:00,16.0,85,4.8,298
1786712665,2026-08-14T20:04:25+07:00,13.4,87,4.4,298
1786712666,2026-08-14T20:04:26+07:00,15.9,90,4.8,298
1786712667,2026-08-14T20:04:27+07:00,13.7,90,15.7,298
1786712668,2026-08-14T20:04:28+07:00,13.0,90,8.5,298
1786712669,2026-08-14T20:04:29+07:00,11.9,90,3.7,298
1786712670,2026-08-14T20:04:30+07:00,15.2,90,4.0,298
1786712671,2026-08-14T20:04:31+07:00,12.0,93,4.1,298
1786712672,2026-08-14T20:04:32+07:00,11.1,93,3.3,298
1786712673,2026-08-14T20:04:33+07:00,14.3,93,2.3,298
1786712674,2026-08-14T20:04:34+07:00,11.5,93,5.2,298
1786712675,2026-08-14T20:04:35+07:00,13.7,92,12.8,299
1786712676,2026-08-14T20:04:36+07:00,8.3,92,8.8,299
1786712678,2026-08-14T20:04:38+07:00,14.9,92,3.5,299
1786712679,2026-08-14T20:04:39+07:00,8.6,92,12.7,299
1786712680,2026-08-14T20:04:40+07:00,16.0,92,3.3,299
1786712681,2026-08-14T20:04:41+07:00,19.3,92,5.4,299
1786712682,2026-08-14T20:04:42+07:00,12.3,92,3.1,299
1786712683,2026-08-14T20:04:43+07:00,17.1,92,4.2,300
1786712684,2026-08-14T20:04:44+07:00,12.5,92,2.9,301
1786712685,2026-08-14T20:04:45+07:00,12.3,92,42.0,305
1786712686,2026-08-14T20:04:46+07:00,14.0,92,2.9,306
1786712687,2026-08-14T20:04:47+07:00,20.7,92,10.5,306
1786712688,2026-08-14T20:04:48+07:00,14.7,92,4.4,307
1786712689,2026-08-14T20:04:49+07:00,12.8,92,4.2,305
1786712691,2026-08-14T20:04:51+07:00,12.7,93,0.7,302
1786712692,2026-08-14T20:04:52+07:00,6.3,93,18.7,301
1786712693,2026-08-14T20:04:53+07:00,0.0,93,0,0
1786712694,2026-08-14T20:04:54+07:00,0.0,93,0,0
