ts,iso,sut_cpu,sut_rss_mb,jmeter_cpu,jmeter_rss_mb
1786712390,2026-08-14T19:59:50+07:00,0.0,58,0,0
1786712391,2026-08-14T19:59:51+07:00,0.0,58,71.1,202
1786712392,2026-08-14T19:59:52+07:00,0.0,58,26.7,217
1786712393,2026-08-14T19:59:53+07:00,0.0,58,2.4,217
1786712394,2026-08-14T19:59:54+07:00,1.9,58,5.7,218
1786712396,2026-08-14T19:59:56+07:00,1.3,58,5.5,218
1786712397,2026-08-14T19:59:57+07:00,0.6,58,1.4,218
1786712398,2026-08-14T19:59:58+07:00,3.0,57,4.2,218
1786712399,2026-08-14T19:59:59+07:00,0.6,58,2.7,218
1786712400,2026-08-14T20:00:00+07:00,1.4,58,4.7,218
1786712401,2026-08-14T20:00:01+07:00,1.2,58,111.2,241
1786712402,2026-08-14T20:00:02+07:00,2.7,59,8.4,242
1786712403,2026-08-14T20:00:03+07:00,1.9,59,4.9,242
1786712404,2026-08-14T20:00:04+07:00,2.3,58,7.3,242
1786712405,2026-08-14T20:00:05+07:00,5.0,58,9.1,242
1786712406,2026-08-14T20:00:06+07:00,5.3,58,21.0,243
1786712407,2026-08-14T20:00:07+07:00,2.1,59,2.1,243
1786712409,2026-08-14T20:00:09+07:00,1.6,60,2.4,244
1786712410,2026-08-14T20:00:10+07:00,5.0,60,11.5,244
1786712411,2026-08-14T20:00:11+07:00,4.5,59,9.0,244
1786712412,2026-08-14T20:00:12+07:00,3.3,59,6.1,244
1786712413,2026-08-14T20:00:13+07:00,2.2,60,3.6,244
1786712414,2026-08-14T20:00:14+07:00,3.3,60,5.5,244
1786712415,2026-08-14T20:00:15+07:00,6.1,61,3.3,244
1786712416,2026-08-14T20:00:16+07:00,2.9,60,4.2,245
1786712417,2026-08-14T20:00:17+07:00,5.7,62,7.0,245
1786712418,2026-08-14T20:00:18+07:00,3.0,62,2.6,245
1786712419,2026-08-14T20:00:19+07:00,3.0,61,8.0,245
1786712420,2026-08-14T20:00:20+07:00,3.8,62,4.5,245
1786712422,2026-08-14T20:00:22+07:00,4.0,63,2.4,245
1786712423,2026-08-14T20:00:23+07:00,3.0,62,2.2,245
1786712424,2026-08-14T20:00:24+07:00,4.6,62,6.4,246
1786712425,2026-08-14T20:00:25+07:00,3.4,62,6.3,246
1786712426,2026-08-14T20:00:26+07:00,3.0,64,5.3,246
1786712427,2026-08-14T20:00:27+07:00,2.0,63,1.7,246
1786712428,2026-08-14T20:00:28+07:00,5.8,63,6.4,246
1786712429,2026-08-14T20:00:29+07:00,3.9,63,4.2,246
1786712430,2026-08-14T20:00:30+07:00,0.6,63,3.7,246
1786712431,2026-08-14T20:00:31+07:00,2.6,64,2.8,247
1786712432,2026-08-14T20:00:32+07:00,2.7,64,1.3,247
1786712434,2026-08-14T20:00:34+07:00,2.2,61,2.1,247
1786712435,2026-08-14T20:00:35+07:00,3.0,60,1.2,247
1786712436,2026-08-14T20:00:36+07:00,4.0,61,9.6,247
1786712437,2026-08-14T20:00:37+07:00,7.7,61,4.9,247
1786712438,2026-08-14T20:00:38+07:00,8.1,61,10.7,247
1786712439,2026-08-14T20:00:39+07:00,1.1,61,0.7,247
1786712440,2026-08-14T20:00:40+07:00,3.9,62,3.1,247
1786712441,2026-08-14T20:00:41+07:00,3.2,63,2.5,247
1786712442,2026-08-14T20:00:42+07:00,5.2,62,5.8,248
1786712443,2026-08-14T20:00:43+07:00,4.3,62,2.4,248
1786712444,2026-08-14T20:00:44+07:00,4.3,62,3.0,248
1786712445,2026-08-14T20:00:45+07:00,3.1,63,0.6,249
1786712447,2026-08-14T20:00:47+07:00,1.2,62,1.6,249
1786712448,2026-08-14T20:00:48+07:00,4.9,62,4.8,250
1786712449,2026-08-14T20:00:49+07:00,8.0,62,14.9,259
1786712450,2026-08-14T20:00:50+07:00,2.4,62,1.3,259
