ts,iso,sut_cpu,sut_rss_mb,jmeter_cpu,jmeter_rss_mb
1786712496,2026-08-14T20:01:36+07:00,0.0,63,0,0
1786712497,2026-08-14T20:01:37+07:00,0.0,63,53.6,203
1786712498,2026-08-14T20:01:38+07:00,0.3,62,27.1,207
1786712499,2026-08-14T20:01:39+07:00,0.0,63,0.9,207
1786712500,2026-08-14T20:01:40+07:00,1.8,63,5.9,207
1786712501,2026-08-14T20:01:41+07:00,0.3,63,0.6,207
1786712502,2026-08-14T20:01:42+07:00,2.3,62,4.8,207
1786712503,2026-08-14T20:01:43+07:00,3.0,62,6.3,207
1786712504,2026-08-14T20:01:44+07:00,1.7,62,2.7,207
1786712505,2026-08-14T20:01:45+07:00,1.7,62,8.4,209
1786712507,2026-08-14T20:01:47+07:00,5.3,63,8.5,209
1786712508,2026-08-14T20:01:48+07:00,3.6,62,7.3,214
1786712509,2026-08-14T20:01:49+07:00,4.8,63,17.7,239
1786712510,2026-08-14T20:01:50+07:00,9.8,64,17.9,239
1786712511,2026-08-14T20:01:51+07:00,12.1,65,20.9,247
1786712512,2026-08-14T20:01:52+07:00,5.6,65,13.8,247
1786712513,2026-08-14T20:01:53+07:00,8.0,66,13.6,248
1786712514,2026-08-14T20:01:54+07:00,7.2,66,6.3,248
1786712515,2026-08-14T20:01:55+07:00,9.5,66,8.1,248
1786712516,2026-08-14T20:01:56+07:00,11.0,66,18.7,248
1786712517,2026-08-14T20:01:57+07:00,7.8,67,7.5,249
1786712518,2026-08-14T20:01:58+07:00,3.8,67,8.6,249
1786712520,2026-08-14T20:02:00+07:00,11.2,68,7.1,249
1786712521,2026-08-14T20:02:01+07:00,7.8,68,8.2,253
1786712522,2026-08-14T20:02:02+07:00,4.4,69,10.2,254
1786712523,2026-08-14T20:02:03+07:00,4.5,70,4.0,254
1786712524,2026-08-14T20:02:04+07:00,6.4,70,3.3,254
1786712525,2026-08-14T20:02:05+07:00,7.8,70,6.8,254
1786712526,2026-08-14T20:02:06+07:00,5.9,70,7.9,255
1786712527,2026-08-14T20:02:07+07:00,8.5,70,3.1,255
1786712528,2026-08-14T20:02:08+07:00,10.5,68,5.2,255
1786712529,2026-08-14T20:02:09+07:00,6.5,68,3.8,255
1786712530,2026-08-14T20:02:10+07:00,4.9,68,12.8,255
1786712532,2026-08-14T20:02:12+07:00,7.2,69,7.1,255
1786712533,2026-08-14T20:02:13+07:00,8.4,71,6.2,255
1786712534,2026-08-14T20:02:14+07:00,6.0,72,2.9,256
1786712535,2026-08-14T20:02:15+07:00,5.9,72,4.0,256
1786712536,2026-08-14T20:02:16+07:00,4.7,72,3.9,256
1786712537,2026-08-14T20:02:17+07:00,7.3,73,7.4,256
1786712538,2026-08-14T20:02:18+07:00,4.5,75,3.2,256
1786712539,2026-08-14T20:02:19+07:00,4.8,75,1.9,256
1786712540,2026-08-14T20:02:20+07:00,6.8,75,4.1,256
1786712541,2026-08-14T20:02:21+07:00,7.6,75,5.2,257
1786712542,2026-08-14T20:02:22+07:00,8.0,75,4.1,257
1786712543,2026-08-14T20:02:23+07:00,14.0,75,3.3,257
1786712545,2026-08-14T20:02:25+07:00,11.2,75,8.3,257
1786712546,2026-08-14T20:02:26+07:00,7.8,75,12.2,257
1786712547,2026-08-14T20:02:27+07:00,5.5,75,10.6,257
1786712548,2026-08-14T20:02:28+07:00,4.9,75,3.1,257
1786712549,2026-08-14T20:02:29+07:00,5.4,76,2.1,257
1786712550,2026-08-14T20:02:30+07:00,6.9,76,2.5,257
1786712551,2026-08-14T20:02:31+07:00,7.4,76,5.7,257
1786712552,2026-08-14T20:02:32+07:00,7.9,76,3.2,258
1786712553,2026-08-14T20:02:33+07:00,8.0,77,2.2,258
1786712554,2026-08-14T20:02:34+07:00,8.4,77,4.3,258
1786712555,2026-08-14T20:02:35+07:00,8.7,78,9.0,258
1786712556,2026-08-14T20:02:36+07:00,8.0,79,11.0,258
1786712558,2026-08-14T20:02:38+07:00,7.6,80,4.9,259
1786712559,2026-08-14T20:02:39+07:00,3.0,81,2.2,260
1786712560,2026-08-14T20:02:40+07:00,5.9,83,4.9,261
1786712561,2026-08-14T20:02:41+07:00,4.8,83,7.8,263
1786712562,2026-08-14T20:02:42+07:00,6.6,83,1.8,264
1786712563,2026-08-14T20:02:43+07:00,5.8,83,8.9,271
1786712564,2026-08-14T20:02:44+07:00,5.4,84,2.2,271
1786712565,2026-08-14T20:02:45+07:00,8.4,85,2.6,271
1786712566,2026-08-14T20:02:46+07:00,7.0,86,2.0,271
1786712567,2026-08-14T20:02:47+07:00,5.8,87,10.0,271
1786712568,2026-08-14T20:02:48+07:00,5.6,88,2.0,236
1786712569,2026-08-14T20:02:49+07:00,6.3,89,5.8,236
1786712570,2026-08-14T20:02:50+07:00,4.5,89,4.1,236
1786712572,2026-08-14T20:02:52+07:00,9.3,89,5.2,236
1786712573,2026-08-14T20:02:53+07:00,5.0,89,9.6,236
1786712574,2026-08-14T20:02:54+07:00,9.9,89,2.9,236
1786712575,2026-08-14T20:02:55+07:00,4.5,89,3.2,236
