ts,iso,sut_cpu,sut_rss_mb,jmeter_cpu,jmeter_rss_mb
1786713705,2026-08-14T20:21:45+07:00,0.0,95,0,0
1786713706,2026-08-14T20:21:46+07:00,0.0,95,43.6,220
1786713707,2026-08-14T20:21:47+07:00,3.2,95,13.6,223
1786713708,2026-08-14T20:21:48+07:00,4.8,95,11.1,223
1786713709,2026-08-14T20:21:49+07:00,3.8,95,52.8,244
1786713710,2026-08-14T20:21:50+07:00,9.3,95,27.4,244
1786713711,2026-08-14T20:21:51+07:00,11.6,95,14.9,245
1786713712,2026-08-14T20:21:52+07:00,12.0,95,26.9,246
1786713713,2026-08-14T20:21:53+07:00,14.6,73,20.8,246
1786713715,2026-08-14T20:21:55+07:00,13.1,74,22.1,258
1786713716,2026-08-14T20:21:56+07:00,22.5,78,33.2,258
1786713717,2026-08-14T20:21:57+07:00,17.3,69,21.2,259
1786713718,2026-08-14T20:21:58+07:00,20.1,74,17.0,260
1786713719,2026-08-14T20:21:59+07:00,20.9,77,14.9,261
1786713720,2026-08-14T20:22:00+07:00,19.0,80,31.5,261
1786713721,2026-08-14T20:22:01+07:00,14.8,81,24.7,262
1786713722,2026-08-14T20:22:02+07:00,9.2,80,7.4,262
1786713723,2026-08-14T20:22:03+07:00,24.2,83,17.0,262
1786713724,2026-08-14T20:22:04+07:00,20.7,86,16.7,263
1786713725,2026-08-14T20:22:05+07:00,22.9,90,17.6,263
1786713726,2026-08-14T20:22:06+07:00,21.5,91,16.0,263
1786713728,2026-08-14T20:22:08+07:00,19.2,91,18.3,263
1786713729,2026-08-14T20:22:09+07:00,17.7,91,21.7,270
1786713730,2026-08-14T20:22:10+07:00,29.3,91,20.4,270
1786713731,2026-08-14T20:22:11+07:00,23.8,91,11.5,270
1786713732,2026-08-14T20:22:12+07:00,24.0,91,10.7,270
1786713733,2026-08-14T20:22:13+07:00,24.6,93,10.1,270
1786713734,2026-08-14T20:22:14+07:00,24.4,93,13.5,270
1786713735,2026-08-14T20:22:15+07:00,23.6,95,8.8,271
1786713736,2026-08-14T20:22:16+07:00,23.7,95,9.3,271
1786713737,2026-08-14T20:22:17+07:00,27.2,95,11.8,271
1786713738,2026-08-14T20:22:18+07:00,22.4,95,7.2,271
1786713740,2026-08-14T20:22:20+07:00,19.8,96,8.9,271
1786713741,2026-08-14T20:22:21+07:00,11.8,97,16.0,271
1786713742,2026-08-14T20:22:22+07:00,22.8,97,18.4,271
1786713743,2026-08-14T20:22:23+07:00,18.8,97,13.3,272
1786713744,2026-08-14T20:22:24+07:00,26.5,97,7.9,275
1786713745,2026-08-14T20:22:25+07:00,21.3,97,35.8,282
1786713746,2026-08-14T20:22:26+07:00,20.3,97,9.9,286
1786713747,2026-08-14T20:22:27+07:00,16.2,97,28.6,291
1786713748,2026-08-14T20:22:28+07:00,17.5,97,11.7,295
1786713749,2026-08-14T20:22:29+07:00,22.6,97,6.4,300
1786713750,2026-08-14T20:22:30+07:00,23.8,97,4.7,304
1786713751,2026-08-14T20:22:31+07:00,24.2,97,9.4,310
1786713753,2026-08-14T20:22:33+07:00,25.9,97,7.2,314
1786713754,2026-08-14T20:22:34+07:00,22.3,97,6.1,319
1786713755,2026-08-14T20:22:35+07:00,16.7,97,10.7,323
1786713756,2026-08-14T20:22:36+07:00,28.2,97,7.8,328
1786713757,2026-08-14T20:22:37+07:00,17.9,97,8.9,332
1786713758,2026-08-14T20:22:38+07:00,36.3,68,3.9,337
1786713759,2026-08-14T20:22:39+07:00,31.0,63,8.4,342
1786713760,2026-08-14T20:22:40+07:00,20.6,64,9.1,346
1786713761,2026-08-14T20:22:41+07:00,16.6,66,11.3,350
1786713762,2026-08-14T20:22:42+07:00,26.2,71,6.0,355
1786713763,2026-08-14T20:22:43+07:00,38.4,73,5.6,360
1786713764,2026-08-14T20:22:44+07:00,28.0,74,6.5,364
1786713766,2026-08-14T20:22:46+07:00,25.1,77,5.9,369
1786713767,2026-08-14T20:22:47+07:00,24.3,79,13.8,374
1786713768,2026-08-14T20:22:48+07:00,14.8,79,40.6,382
1786713769,2026-08-14T20:22:49+07:00,9.7,80,19.3,388
1786713770,2026-08-14T20:22:50+07:00,16.0,80,26.5,395
1786713771,2026-08-14T20:22:51+07:00,13.3,84,27.1,399
1786713772,2026-08-14T20:22:52+07:00,23.8,88,4.8,404
1786713773,2026-08-14T20:22:53+07:00,25.7,90,5.4,409
1786713774,2026-08-14T20:22:54+07:00,26.7,94,3.5,413
1786713775,2026-08-14T20:22:55+07:00,24.9,94,2.8,417
1786713776,2026-08-14T20:22:56+07:00,20.6,94,4.3,422
1786713777,2026-08-14T20:22:57+07:00,25.5,96,5.3,426
1786713778,2026-08-14T20:22:58+07:00,16.6,96,35.4,431
1786713780,2026-08-14T20:23:00+07:00,20.4,96,18.1,436
1786713781,2026-08-14T20:23:01+07:00,25.0,96,7.2,442
1786713782,2026-08-14T20:23:02+07:00,21.5,96,8.7,446
1786713783,2026-08-14T20:23:03+07:00,21.3,96,3.3,450
1786713784,2026-08-14T20:23:04+07:00,25.2,96,3.4,453
1786713785,2026-08-14T20:23:05+07:00,26.7,97,3.0,453
1786713786,2026-08-14T20:23:06+07:00,22.6,97,4.7,453
1786713787,2026-08-14T20:23:07+07:00,31.8,98,4.2,453
1786713788,2026-08-14T20:23:08+07:00,24.2,98,4.4,453
1786713789,2026-08-14T20:23:09+07:00,18.9,98,7.3,454
1786713790,2026-08-14T20:23:10+07:00,21.7,98,3.3,454
1786713791,2026-08-14T20:23:11+07:00,22.3,98,20.5,454
1786713793,2026-08-14T20:23:13+07:00,23.9,98,2.9,454
1786713794,2026-08-14T20:23:14+07:00,23.2,98,5.9,454
1786713795,2026-08-14T20:23:15+07:00,23.6,98,2.0,454
1786713796,2026-08-14T20:23:16+07:00,5.8,98,3.9,449
1786713797,2026-08-14T20:23:17+07:00,0.0,98,0,0
1786713798,2026-08-14T20:23:18+07:00,0.0,98,0,0
